gender,shoulder_to_hip,waist_to_hip,shoulder_to_waist,torso_aspect,symmetry,midline_offset,shape_label
male,0.9110,0.9804,0.9292,1.0870,0.9722,0.0073,rectangle
male,0.9053,0.9824,0.9215,1.0896,0.9918,0.0168,rectangle
male,0.9122,0.9811,0.9298,1.0970,0.9844,0.0103,rectangle
male,0.9116,0.9806,0.9297,1.0896,0.9822,0.0041,rectangle
male,0.9104,0.9786,0.9302,1.0909,0.9509,0.0042,rectangle
male,0.9126,0.9810,0.9302,1.0918,0.9864,0.0071,rectangle
male,0.9096,0.9780,0.9300,1.0886,0.9718,0.0109,rectangle
male,0.9096,0.9806,0.9275,1.0969,0.9842,0.0143,rectangle
male,0.9099,0.9786,0.9298,1.0919,0.9637,0.0002,rectangle
male,0.9094,0.9818,0.9263,1.0833,0.9673,0.0095,rectangle
male,0.9101,0.9817,0.9270,1.1005,0.9680,0.0017,rectangle
male,0.9111,0.9797,0.9300,1.0907,0.9579,0.0051,rectangle
male,0.9090,0.9810,0.9265,1.0856,0.9673,0.0031,rectangle
male,0.9094,0.9814,0.9266,1.0967,0.9932,0.0244,rectangle
male,0.9131,0.9801,0.9317,1.0938,0.9712,0.0284,rectangle
male,0.9134,0.9798,0.9322,1.0810,0.9708,0.0018,rectangle
male,0.9118,0.9766,0.9336,1.0880,0.9715,0.0029,rectangle
male,0.9093,0.9811,0.9268,1.0890,0.9961,0.0032,rectangle
male,0.9113,0.9823,0.9277,1.0850,0.9972,0.0023,rectangle
male,0.9097,0.9810,0.9273,1.0873,0.9910,0.0072,rectangle
male,0.9141,0.9791,0.9336,1.0860,0.9896,0.0083,rectangle
male,0.9104,0.9794,0.9295,1.0848,0.9651,0.0015,rectangle
male,0.9107,0.9794,0.9298,1.0871,0.9879,0.0061,rectangle
male,0.9096,0.9788,0.9293,1.0851,0.9550,0.0216,rectangle
male,0.9108,0.9818,0.9277,1.0891,0.9815,0.0174,rectangle
male,0.9078,0.9823,0.9242,1.0762,0.9538,0.0011,rectangle
male,0.9103,0.9825,0.9265,1.0978,0.9811,0.0118,rectangle
male,0.9120,0.9781,0.9324,1.0983,0.9910,0.0024,rectangle
male,0.9107,0.9798,0.9295,1.0836,0.9615,0.0131,rectangle
male,0.9094,0.9808,0.9273,1.0996,0.9794,0.0042,rectangle
male,0.9110,0.9806,0.9290,1.0914,0.9644,0.0108,rectangle
male,0.9130,0.9789,0.9327,1.0924,0.9967,0.0114,rectangle
male,0.9079,0.9824,0.9241,1.0834,0.9853,0.0087,rectangle
male,0.9098,0.9795,0.9289,1.0993,0.9725,0.0017,rectangle
male,0.9113,0.9784,0.9314,1.0881,0.9957,0.0041,rectangle
male,0.9111,0.9786,0.9310,1.0838,0.9876,0.0043,rectangle
male,0.9101,0.9812,0.9275,1.0937,0.9984,0.0100,rectangle
male,0.9069,0.9837,0.9219,1.0873,0.9799,0.0063,rectangle
male,0.9120,0.9816,0.9291,1.0892,0.9801,0.0042,rectangle
male,0.9113,0.9831,0.9270,1.0915,0.9962,0.0180,rectangle
male,0.9100,0.9778,0.9306,1.0888,0.9587,0.0067,rectangle
male,0.9113,0.9792,0.9306,1.0951,0.9567,0.0275,rectangle
male,0.9102,0.9786,0.9302,1.1012,0.9739,0.0035,rectangle
male,0.9094,0.9818,0.9263,1.0858,0.9931,0.0074,rectangle
male,0.9097,0.9811,0.9272,1.0986,0.9763,0.0016,rectangle
male,0.9102,0.9815,0.9274,1.0901,0.9640,0.0009,rectangle
male,0.9086,0.9812,0.9260,1.0947,0.9839,0.0120,rectangle
male,0.9102,0.9815,0.9273,1.0922,0.9855,0.0090,rectangle
male,0.9068,0.9816,0.9238,1.0842,0.9563,0.0074,rectangle
male,0.9097,0.9787,0.9295,1.0862,0.9625,0.0062,rectangle
male,0.9080,0.9830,0.9237,1.0928,0.9822,0.0077,rectangle
male,0.9097,0.9807,0.9276,1.0892,0.9997,0.0134,rectangle
male,0.9080,0.9798,0.9267,1.0992,0.9786,0.0048,rectangle
male,0.9115,0.9805,0.9296,1.0988,0.9622,0.0105,rectangle
male,0.9117,0.9771,0.9330,1.0868,0.9939,0.0033,rectangle
male,0.9118,0.9807,0.9297,1.0904,0.9767,0.0075,rectangle
male,0.9102,0.9795,0.9292,1.0836,0.9999,0.0037,rectangle
male,0.9096,0.9818,0.9265,1.0947,0.9664,0.0026,rectangle
male,0.9104,0.9792,0.9298,1.0964,0.9817,0.0075,rectangle
male,0.9094,0.9816,0.9264,1.0970,0.9784,0.0015,rectangle
male,0.9116,0.9815,0.9289,1.0948,0.9718,0.0002,rectangle
male,0.9117,0.9781,0.9322,1.0968,0.9841,0.0162,rectangle
male,0.9122,0.9780,0.9327,1.0892,0.9852,0.0050,rectangle
male,0.9100,0.9811,0.9275,1.0909,0.9659,0.0263,rectangle
male,0.9121,0.9803,0.9304,1.0936,0.9994,0.0274,rectangle
male,0.9137,0.9797,0.9326,1.0873,0.9688,0.0240,rectangle
male,0.9094,0.9814,0.9266,1.0951,0.9707,0.0111,rectangle
male,0.9105,0.9839,0.9254,1.0885,0.9693,0.0241,rectangle
male,0.9103,0.9818,0.9272,1.0847,0.9736,0.0006,rectangle
male,0.9111,0.9774,0.9321,1.0942,0.9972,0.0001,rectangle
male,0.9124,0.9811,0.9299,1.0891,0.9808,0.0092,rectangle
male,0.9108,0.9758,0.9334,1.0861,0.9766,0.0134,rectangle
male,0.9129,0.9818,0.9298,1.0941,0.9790,0.0073,rectangle
male,0.9138,0.9810,0.9315,1.0850,0.9722,0.0030,rectangle
male,0.9121,0.9813,0.9295,1.1043,0.9644,0.0079,rectangle
male,0.9158,0.9810,0.9336,1.0888,0.9603,0.0061,rectangle
male,0.9072,0.9830,0.9229,1.0882,0.9967,0.0045,rectangle
male,0.9110,0.9837,0.9261,1.0825,0.9758,0.0095,rectangle
male,0.9075,0.9833,0.9229,1.0880,0.9922,0.0144,rectangle
male,0.9094,0.9803,0.9276,1.0957,0.9889,0.0004,rectangle
male,0.9152,0.9830,0.9311,1.0852,0.9695,0.0066,rectangle
male,0.9103,0.9795,0.9294,1.0845,0.9872,0.0066,rectangle
male,0.9115,0.9763,0.9336,1.0848,0.9804,0.0121,rectangle
male,0.9126,0.9782,0.9329,1.0922,0.9599,0.0000,rectangle
male,0.9080,0.9821,0.9246,1.0842,0.9620,0.0014,rectangle
male,0.9105,0.9807,0.9285,1.0884,0.9877,0.0042,rectangle
male,0.9098,0.9765,0.9316,1.0940,0.9659,0.0096,rectangle
male,0.9118,0.9819,0.9285,1.0898,0.9984,0.0087,rectangle
male,0.9115,0.9789,0.9312,1.0949,0.9965,0.0048,rectangle
male,0.9138,0.9847,0.9280,1.0924,0.9648,0.0038,rectangle
male,0.9122,0.9808,0.9301,1.0965,0.9711,0.0113,rectangle
male,0.9108,0.9784,0.9308,1.0923,0.9734,0.0080,rectangle
male,0.9102,0.9809,0.9280,1.0916,0.9794,0.0119,rectangle
male,0.9122,0.9791,0.9317,1.1029,0.9974,0.0052,rectangle
male,0.9082,0.9767,0.9298,1.0916,0.9709,0.0056,rectangle
male,0.9136,0.9800,0.9322,1.0872,0.9539,0.0127,rectangle
male,0.9107,0.9779,0.9314,1.0878,0.9892,0.0106,rectangle
male,0.9074,0.9827,0.9234,1.0944,0.9533,0.0158,rectangle
male,0.9107,0.9827,0.9268,1.0929,0.9539,0.0111,rectangle
male,0.9121,0.9811,0.9297,1.0933,0.9579,0.0074,rectangle
male,0.9099,0.9797,0.9287,1.0961,0.9873,0.0076,rectangle
male,0.9102,0.9751,0.9334,1.0887,0.9711,0.0006,rectangle
male,0.9113,0.9780,0.9318,1.0883,0.9883,0.0121,rectangle
male,0.9091,0.9800,0.9276,1.0922,0.9572,0.0028,rectangle
male,0.9126,0.9811,0.9302,1.0847,0.9527,0.0053,rectangle
male,0.9113,0.9807,0.9292,1.0849,0.9645,0.0153,rectangle
male,0.9100,0.9787,0.9298,1.0920,0.9940,0.0018,rectangle
male,0.9114,0.9783,0.9316,1.0910,0.9662,0.0073,rectangle
male,0.9109,0.9806,0.9289,1.0850,0.9725,0.0020,rectangle
male,0.9116,0.9826,0.9278,1.0966,0.9621,0.0104,rectangle
male,0.9075,0.9819,0.9242,1.0884,0.9892,0.0070,rectangle
male,0.9111,0.9812,0.9286,1.0932,0.9942,0.0137,rectangle
male,0.9117,0.9810,0.9293,1.0986,0.9580,0.0037,rectangle
male,0.9124,0.9778,0.9331,1.0857,0.9501,0.0011,rectangle
male,0.9103,0.9778,0.9310,1.0966,0.9843,0.0017,rectangle
male,0.9087,0.9809,0.9265,1.0972,0.9570,0.0010,rectangle
male,0.9104,0.9811,0.9279,1.0865,0.9567,0.0081,rectangle
male,0.9130,0.9778,0.9337,1.0897,0.9855,0.0025,rectangle
male,0.9101,0.9801,0.9286,1.0879,0.9500,0.0207,rectangle
male,0.9125,0.9803,0.9309,1.0934,0.9713,0.0010,rectangle
male,0.9100,0.9781,0.9304,1.0903,0.9648,0.0033,rectangle
male,0.9144,0.9810,0.9321,1.0923,0.9961,0.0146,rectangle
male,0.9112,0.9815,0.9284,1.0858,0.9691,0.0156,rectangle
male,0.9086,0.9791,0.9279,1.0875,0.9509,0.0155,rectangle
male,0.9106,0.9787,0.9305,1.0876,0.9891,0.0053,rectangle
male,0.9137,0.9790,0.9333,1.0841,0.9916,0.0106,rectangle
male,0.9088,0.9807,0.9267,1.0914,0.9772,0.0021,rectangle
male,0.9086,0.9777,0.9294,1.0951,0.9936,0.0171,rectangle
male,0.9142,0.9809,0.9320,1.0897,0.9910,0.0037,rectangle
male,0.9129,0.9828,0.9289,1.0888,0.9592,0.0120,rectangle
male,0.9117,0.9777,0.9325,1.0957,0.9694,0.0017,rectangle
male,0.9145,0.9766,0.9365,1.1002,0.9810,0.0174,rectangle
male,0.9090,0.9834,0.9244,1.0846,0.9969,0.0154,rectangle
male,0.9090,0.9788,0.9287,1.0864,0.9679,0.0088,rectangle
male,0.9098,0.9794,0.9289,1.0897,0.9526,0.0046,rectangle
male,0.9098,0.9807,0.9277,1.0992,0.9544,0.0174,rectangle
male,0.9111,0.9824,0.9274,1.0956,0.9561,0.0131,rectangle
male,0.9109,0.9813,0.9283,1.0793,0.9984,0.0008,rectangle
male,0.9120,0.9806,0.9301,1.0895,0.9795,0.0131,rectangle
male,0.9118,0.9805,0.9300,1.0932,0.9570,0.0041,rectangle
male,0.9068,0.9769,0.9283,1.0861,0.9527,0.0004,rectangle
male,0.9116,0.9762,0.9338,1.0890,0.9512,0.0102,rectangle
male,0.9099,0.9792,0.9292,1.0978,0.9661,0.0036,rectangle
male,0.9069,0.9814,0.9241,1.0954,0.9604,0.0082,rectangle
male,0.9141,0.9751,0.9375,1.0850,0.9515,0.0023,rectangle
male,0.9125,0.9816,0.9295,1.0814,0.9531,0.0085,rectangle
male,0.9087,0.9791,0.9280,1.0931,0.9502,0.0102,rectangle
male,0.9103,0.9786,0.9302,1.0798,0.9528,0.0206,rectangle
male,0.9085,0.9779,0.9291,1.0947,0.9930,0.0183,rectangle
male,0.9089,0.9786,0.9287,1.0931,0.9981,0.0062,rectangle
male,0.9065,0.9838,0.9215,1.0893,0.9841,0.0085,rectangle
male,0.9173,0.9788,0.9371,1.0882,0.9547,0.0028,rectangle
male,0.9122,0.9796,0.9312,1.0809,0.9662,0.0152,rectangle
male,0.9115,0.9778,0.9321,1.0962,0.9659,0.0010,rectangle
male,0.9085,0.9838,0.9235,1.0878,0.9726,0.0042,rectangle
male,0.9106,0.9810,0.9282,1.0971,0.9969,0.0023,rectangle
male,0.9111,0.9811,0.9287,1.0951,0.9863,0.0068,rectangle
male,0.9100,0.9822,0.9265,1.0849,0.9820,0.0010,rectangle
male,0.9140,0.9818,0.9310,1.0845,0.9992,0.0062,rectangle
male,0.9126,0.9829,0.9285,1.0912,0.9606,0.0063,rectangle
male,0.9115,0.9800,0.9301,1.0886,0.9824,0.0126,rectangle
male,0.9130,0.9830,0.9288,1.0939,0.9743,0.0076,rectangle
male,0.9079,0.9788,0.9276,1.0971,0.9878,0.0106,rectangle
male,0.9082,0.9820,0.9249,1.0817,0.9758,0.0048,rectangle
male,0.9098,0.9769,0.9313,1.0956,0.9913,0.0059,rectangle
male,0.9085,0.9813,0.9258,1.0884,0.9892,0.0002,rectangle
male,0.9127,0.9762,0.9350,1.1004,0.9691,0.0051,rectangle
male,0.9111,0.9800,0.9297,1.0953,0.9657,0.0097,rectangle
male,0.9121,0.9789,0.9318,1.0923,0.9805,0.0089,rectangle
male,0.9115,0.9846,0.9257,1.0891,0.9674,0.0140,rectangle
male,0.9084,0.9798,0.9271,1.0939,0.9640,0.0011,rectangle
male,0.9109,0.9829,0.9267,1.0886,0.9832,0.0057,rectangle
male,0.9114,0.9787,0.9313,1.0904,0.9771,0.0129,rectangle
male,0.9088,0.9790,0.9283,1.0906,0.9643,0.0105,rectangle
male,0.9114,0.9820,0.9281,1.0908,0.9716,0.0176,rectangle
male,0.9126,0.9821,0.9292,1.0913,0.9646,0.0083,rectangle
male,0.9081,0.9789,0.9276,1.0843,0.9556,0.0015,rectangle
male,0.9097,0.9801,0.9282,1.0982,0.9852,0.0035,rectangle
male,0.9109,0.9794,0.9300,1.0839,0.9647,0.0127,rectangle
male,0.9122,0.9830,0.9280,1.0991,0.9782,0.0182,rectangle
male,0.9069,0.9813,0.9242,1.0896,0.9965,0.0061,rectangle
male,0.9102,0.9803,0.9285,1.0859,0.9513,0.0106,rectangle
male,0.9095,0.9808,0.9273,1.0976,0.9672,0.0080,rectangle
male,0.9128,0.9807,0.9308,1.0927,0.9782,0.0060,rectangle
male,0.9111,0.9789,0.9308,1.0923,0.9809,0.0094,rectangle
male,0.9139,0.9834,0.9293,1.0887,0.9785,0.0025,rectangle
male,0.9120,0.9819,0.9288,1.0799,0.9685,0.0069,rectangle
male,0.9090,0.9787,0.9287,1.0904,0.9707,0.0008,rectangle
male,0.9086,0.9801,0.9270,1.0958,0.9590,0.0004,rectangle
male,0.9084,0.9804,0.9265,1.0929,0.9788,0.0003,rectangle
male,0.9122,0.9819,0.9290,1.0869,0.9586,0.0031,rectangle
male,0.9103,0.9808,0.9282,1.0881,0.9860,0.0162,rectangle
male,0.9106,0.9815,0.9277,1.0958,0.9748,0.0024,rectangle
male,0.9074,0.9842,0.9220,1.0847,0.9845,0.0031,rectangle
male,0.9155,0.9820,0.9323,1.0867,0.9721,0.0113,rectangle
male,0.9098,0.9780,0.9303,1.0810,0.9997,0.0003,rectangle
male,0.9089,0.9788,0.9286,1.0861,0.9825,0.0053,rectangle
male,0.9080,0.9807,0.9259,1.0904,0.9916,0.0101,rectangle
male,0.9116,0.9776,0.9325,1.0843,0.9825,0.0074,rectangle
male,0.9147,0.9817,0.9317,1.0919,0.9779,0.0112,rectangle
male,0.9139,0.9792,0.9333,1.0931,0.9914,0.0140,rectangle
male,0.9118,0.9800,0.9304,1.0931,0.9570,0.0148,rectangle
male,0.9103,0.9803,0.9286,1.0874,0.9703,0.0094,rectangle
male,0.9102,0.9801,0.9287,1.0897,0.9701,0.0059,rectangle
male,0.9113,0.9759,0.9339,1.0914,0.9563,0.0061,rectangle
male,0.9080,0.9830,0.9237,1.0885,0.9583,0.0042,rectangle
male,0.9103,0.9797,0.9292,1.0840,0.9736,0.0119,rectangle
male,0.9106,0.9822,0.9271,1.0881,0.9976,0.0254,rectangle
male,0.9109,0.9758,0.9335,1.0939,0.9632,0.0102,rectangle
male,0.9111,0.9786,0.9309,1.0914,0.9601,0.0128,rectangle
male,0.9101,0.9818,0.9269,1.0835,0.9688,0.0116,rectangle
male,0.9100,0.9828,0.9259,1.0943,0.9931,0.0067,rectangle
male,0.9058,0.9828,0.9216,1.0803,0.9707,0.0113,rectangle
male,0.9083,0.9781,0.9287,1.0794,0.9589,0.0017,rectangle
male,0.9067,0.9778,0.9273,1.0947,0.9719,0.0155,rectangle
male,0.9121,0.9785,0.9322,1.0794,0.9764,0.0028,rectangle
male,0.9107,0.9773,0.9319,1.0960,0.9768,0.0168,rectangle
male,0.9136,0.9791,0.9332,1.0893,0.9548,0.0071,rectangle
male,0.9100,0.9773,0.9312,1.0912,0.9510,0.0155,rectangle
male,0.9127,0.9775,0.9338,1.0906,0.9911,0.0002,rectangle
male,0.9098,0.9830,0.9255,1.0965,0.9888,0.0190,rectangle
male,0.9111,0.9811,0.9287,1.0901,0.9830,0.0172,rectangle
male,0.9091,0.9773,0.9302,1.0941,0.9504,0.0018,rectangle
male,0.9146,0.9822,0.9312,1.0971,0.9521,0.0126,rectangle
male,0.9116,0.9803,0.9299,1.0890,0.9986,0.0123,rectangle
male,0.9099,0.9826,0.9261,1.0812,0.9565,0.0011,rectangle
male,0.9083,0.9808,0.9260,1.0858,0.9618,0.0094,rectangle
male,0.9097,0.9770,0.9311,1.0856,0.9867,0.0013,rectangle
male,0.9074,0.9799,0.9259,1.0919,0.9986,0.0078,rectangle
male,0.9096,0.9790,0.9292,1.0883,0.9976,0.0003,rectangle
male,0.9095,0.9774,0.9305,1.0883,0.9977,0.0239,rectangle
male,0.9094,0.9786,0.9293,1.0950,0.9653,0.0073,rectangle
male,0.9096,0.9799,0.9283,1.0896,0.9945,0.0061,rectangle
male,0.9079,0.9806,0.9259,1.0921,0.9796,0.0077,rectangle
male,0.9087,0.9812,0.9261,1.0857,0.9998,0.0053,rectangle
male,0.9094,0.9803,0.9276,1.0965,0.9791,0.0118,rectangle
male,0.9090,0.9802,0.9274,1.0862,0.9932,0.0032,rectangle
male,0.9117,0.9787,0.9315,1.0898,0.9589,0.0042,rectangle
male,0.9084,0.9795,0.9273,1.0962,0.9558,0.0062,rectangle
male,0.9107,0.9804,0.9289,1.0895,0.9525,0.0183,rectangle
male,0.9089,0.9784,0.9290,1.0883,0.9818,0.0073,rectangle
male,0.9109,0.9770,0.9324,1.0826,0.9553,0.0063,rectangle
male,0.9100,0.9805,0.9280,1.0862,0.9659,0.0003,rectangle
male,0.9112,0.9793,0.9304,1.0962,0.9561,0.0078,rectangle
male,0.9069,0.9786,0.9267,1.0871,0.9843,0.0046,rectangle
male,0.9108,0.9817,0.9278,1.0871,0.9546,0.0017,rectangle
male,0.9138,0.9837,0.9290,1.0890,0.9550,0.0144,rectangle
male,0.9129,0.9810,0.9306,1.0942,0.9610,0.0114,rectangle
male,0.9123,0.9780,0.9328,1.0906,0.9721,0.0143,rectangle
male,0.9095,0.9795,0.9285,1.0822,0.9818,0.0068,rectangle
male,0.9060,0.9800,0.9245,1.0930,0.9938,0.0034,rectangle
male,0.9133,0.9827,0.9294,1.0892,0.9520,0.0044,rectangle
male,0.9127,0.9831,0.9283,1.0926,0.9890,0.0122,rectangle
male,0.9073,0.9796,0.9262,1.0956,0.9558,0.0087,rectangle
male,0.9099,0.9804,0.9281,1.0929,0.9575,0.0180,rectangle
male,0.9151,0.9801,0.9337,1.0929,0.9915,0.0073,rectangle
male,0.9082,0.9805,0.9263,1.0985,0.9906,0.0170,rectangle
male,0.9082,0.9773,0.9293,1.0949,0.9902,0.0044,rectangle
male,0.9080,0.9812,0.9254,1.0932,0.9580,0.0101,rectangle
male,0.9131,0.9818,0.9300,1.0954,0.9823,0.0150,rectangle
male,0.9104,0.9828,0.9264,1.0931,0.9753,0.0012,rectangle
male,0.9110,0.9798,0.9298,1.0863,0.9695,0.0076,rectangle
male,0.9130,0.9789,0.9327,1.0871,0.9896,0.0117,rectangle
male,0.9138,0.9802,0.9323,1.0851,0.9597,0.0222,rectangle
male,0.9131,0.9806,0.9312,1.0970,0.9652,0.0002,rectangle
male,0.9092,0.9794,0.9284,1.0884,0.9533,0.0161,rectangle
male,0.9129,0.9815,0.9302,1.0999,0.9576,0.0067,rectangle
male,0.9122,0.9821,0.9288,1.0901,0.9742,0.0119,rectangle
male,0.9099,0.9816,0.9269,1.0886,0.9667,0.0010,rectangle
male,0.9099,0.9838,0.9250,1.0868,0.9574,0.0116,rectangle
male,0.9089,0.9776,0.9297,1.0998,0.9873,0.0140,rectangle
male,0.9123,0.9811,0.9298,1.0856,0.9635,0.0085,rectangle
male,0.9123,0.9825,0.9285,1.0857,0.9707,0.0021,rectangle
male,0.9072,0.9789,0.9267,1.0959,0.9918,0.0203,rectangle
male,0.9104,0.9812,0.9279,1.0959,0.9561,0.0182,rectangle
male,0.9084,0.9815,0.9255,1.0779,0.9798,0.0079,rectangle
male,0.9108,0.9812,0.9282,1.1002,0.9805,0.0084,rectangle
male,0.9110,0.9759,0.9335,1.0975,0.9552,0.0016,rectangle
male,0.9102,0.9781,0.9305,1.0917,0.9691,0.0179,rectangle
male,0.9080,0.9814,0.9252,1.0952,0.9758,0.0031,rectangle
male,0.9143,0.9788,0.9342,1.0923,0.9605,0.0148,rectangle
male,0.9145,0.9816,0.9317,1.0851,0.9505,0.0079,rectangle
male,0.9108,0.9783,0.9310,1.0873,0.9598,0.0043,rectangle
male,0.9096,0.9772,0.9309,1.0936,0.9584,0.0154,rectangle
male,0.9112,0.9787,0.9310,1.0921,0.9933,0.0036,rectangle
male,0.7397,0.9299,0.7954,0.8080,0.9785,0.0042,triangle
male,0.7420,0.9314,0.7967,0.8034,0.9671,0.0135,triangle
male,0.7383,0.9316,0.7925,0.8042,0.9845,0.0083,triangle
male,0.7428,0.9295,0.7991,0.8006,0.9777,0.0107,triangle
male,0.7441,0.9358,0.7951,0.8094,0.9551,0.0057,triangle
male,0.7385,0.9286,0.7952,0.8093,0.9634,0.0114,triangle
male,0.7381,0.9292,0.7943,0.8102,0.9831,0.0031,triangle
male,0.7427,0.9312,0.7975,0.8095,0.9564,0.0133,triangle
male,0.7385,0.9312,0.7930,0.8162,0.9538,0.0179,triangle
male,0.7375,0.9338,0.7898,0.8151,0.9832,0.0117,triangle
male,0.7396,0.9267,0.7981,0.7932,0.9859,0.0083,triangle
male,0.7386,0.9314,0.7930,0.7986,0.9732,0.0058,triangle
male,0.7447,0.9314,0.7996,0.8030,0.9723,0.0135,triangle
male,0.7397,0.9326,0.7932,0.8062,0.9935,0.0247,triangle
male,0.7412,0.9292,0.7977,0.8063,0.9640,0.0078,triangle
male,0.7407,0.9318,0.7949,0.8137,0.9791,0.0052,triangle
male,0.7406,0.9307,0.7957,0.8022,0.9722,0.0223,triangle
male,0.7386,0.9336,0.7911,0.8105,0.9806,0.0065,triangle
male,0.7418,0.9322,0.7957,0.8102,0.9923,0.0250,triangle
male,0.7389,0.9302,0.7943,0.8123,0.9886,0.0016,triangle
male,0.7404,0.9339,0.7928,0.8130,0.9776,0.0028,triangle
male,0.7409,0.9344,0.7929,0.8105,0.9788,0.0022,triangle
male,0.7424,0.9323,0.7963,0.8045,0.9840,0.0102,triangle
male,0.7387,0.9315,0.7931,0.8133,0.9526,0.0214,triangle
male,0.7422,0.9307,0.7975,0.8081,0.9506,0.0144,triangle
male,0.7414,0.9327,0.7949,0.8127,0.9900,0.0119,triangle
male,0.7388,0.9321,0.7927,0.8030,0.9540,0.0038,triangle
male,0.7409,0.9324,0.7946,0.8036,0.9990,0.0089,triangle
male,0.7411,0.9308,0.7962,0.8048,0.9990,0.0066,triangle
male,0.7391,0.9317,0.7933,0.8080,0.9871,0.0014,triangle
male,0.7386,0.9330,0.7916,0.8017,0.9999,0.0139,triangle
male,0.7402,0.9300,0.7959,0.8101,0.9757,0.0055,triangle
male,0.7423,0.9304,0.7978,0.8055,0.9556,0.0032,triangle
male,0.7403,0.9304,0.7957,0.7998,0.9648,0.0083,triangle
male,0.7397,0.9361,0.7902,0.7953,0.9839,0.0046,triangle
male,0.7364,0.9328,0.7894,0.8031,0.9622,0.0113,triangle
male,0.7385,0.9338,0.7908,0.8010,0.9842,0.0010,triangle
male,0.7354,0.9327,0.7884,0.8019,0.9809,0.0024,triangle
male,0.7384,0.9322,0.7921,0.8030,0.9686,0.0002,triangle
male,0.7430,0.9304,0.7986,0.8065,0.9679,0.0089,triangle
male,0.7423,0.9288,0.7992,0.8029,0.9978,0.0028,triangle
male,0.7417,0.9316,0.7962,0.8054,0.9906,0.0023,triangle
male,0.7406,0.9337,0.7932,0.8007,0.9575,0.0105,triangle
male,0.7375,0.9306,0.7925,0.8146,0.9980,0.0054,triangle
male,0.7416,0.9262,0.8007,0.7995,0.9667,0.0019,triangle
male,0.7402,0.9320,0.7943,0.8109,0.9600,0.0063,triangle
male,0.7402,0.9342,0.7924,0.8055,0.9559,0.0020,triangle
male,0.7405,0.9305,0.7958,0.8044,0.9769,0.0090,triangle
male,0.7403,0.9298,0.7962,0.7999,0.9774,0.0019,triangle
male,0.7417,0.9329,0.7951,0.8161,0.9947,0.0043,triangle
male,0.7415,0.9312,0.7963,0.8085,0.9780,0.0006,triangle
male,0.7448,0.9325,0.7987,0.8082,0.9632,0.0048,triangle
male,0.7382,0.9337,0.7906,0.7963,0.9992,0.0046,triangle
male,0.7378,0.9296,0.7936,0.8025,0.9764,0.0049,triangle
male,0.7434,0.9302,0.7992,0.8038,0.9673,0.0108,triangle
male,0.7418,0.9308,0.7970,0.8084,0.9561,0.0108,triangle
male,0.7395,0.9347,0.7912,0.8053,0.9675,0.0023,triangle
male,0.7377,0.9312,0.7922,0.8031,0.9943,0.0035,triangle
male,0.7391,0.9313,0.7936,0.8141,0.9549,0.0134,triangle
male,0.7382,0.9317,0.7923,0.8164,0.9600,0.0140,triangle
male,0.7393,0.9286,0.7961,0.8075,0.9933,0.0140,triangle
male,0.7402,0.9301,0.7958,0.8020,0.9706,0.0078,triangle
male,0.7393,0.9298,0.7951,0.8098,0.9655,0.0065,triangle
male,0.7362,0.9315,0.7903,0.8104,0.9750,0.0317,triangle
male,0.7431,0.9324,0.7969,0.7984,0.9960,0.0193,triangle
male,0.7408,0.9293,0.7972,0.8102,0.9508,0.0058,triangle
male,0.7412,0.9330,0.7944,0.8080,0.9629,0.0029,triangle
male,0.7400,0.9335,0.7927,0.8067,0.9848,0.0001,triangle
male,0.7389,0.9346,0.7907,0.8067,0.9867,0.0014,triangle
male,0.7407,0.9299,0.7965,0.8105,0.9565,0.0058,triangle
male,0.7428,0.9305,0.7983,0.8149,0.9802,0.0107,triangle
male,0.7396,0.9304,0.7949,0.8117,0.9877,0.0024,triangle
male,0.7387,0.9268,0.7970,0.8096,0.9800,0.0126,triangle
male,0.7376,0.9310,0.7922,0.8020,0.9989,0.0169,triangle
male,0.7407,0.9328,0.7941,0.8046,0.9678,0.0060,triangle
male,0.7390,0.9307,0.7940,0.7995,0.9773,0.0144,triangle
male,0.7397,0.9297,0.7956,0.8170,0.9597,0.0009,triangle
male,0.7370,0.9327,0.7902,0.8135,0.9696,0.0012,triangle
male,0.7382,0.9315,0.7925,0.8084,0.9591,0.0119,triangle
male,0.7393,0.9303,0.7947,0.8039,0.9918,0.0080,triangle
male,0.7416,0.9302,0.7973,0.8021,0.9786,0.0087,triangle
male,0.7423,0.9321,0.7963,0.8111,0.9582,0.0092,triangle
male,0.7386,0.9307,0.7935,0.8112,0.9573,0.0135,triangle
male,0.7393,0.9319,0.7934,0.8014,0.9545,0.0027,triangle
male,0.7375,0.9333,0.7902,0.8040,0.9907,0.0086,triangle
male,0.7375,0.9295,0.7934,0.8056,0.9958,0.0051,triangle
male,0.7417,0.9324,0.7954,0.8034,0.9878,0.0038,triangle
male,0.7402,0.9300,0.7959,0.8000,0.9642,0.0088,triangle
male,0.7389,0.9345,0.7907,0.8016,0.9907,0.0055,triangle
male,0.7382,0.9340,0.7904,0.8154,0.9662,0.0002,triangle
male,0.7415,0.9277,0.7993,0.8131,0.9530,0.0126,triangle
male,0.7432,0.9325,0.7969,0.7989,0.9637,0.0137,triangle
male,0.7387,0.9324,0.7923,0.8091,0.9984,0.0038,triangle
male,0.7403,0.9304,0.7957,0.8120,0.9587,0.0163,triangle
